,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
"Source: USCIS, data as of October 22, 2017. Notes:  All data are based on approved petitions during the fiscal year. Petitions approved in a fiscal year may be filed in previous fiscal years.  Per USCIS best practices, units of less than 10 beneficiaries are masked so as to limit the possibility of the de-anonymization of data. ""D"" represents data withheld to protect privacy. The letter H replaces the value in the total column where one could deduce the value of D.  While some company names may appear multiple times, USCIS does not combine companies even where the names are the same because in all cases the employer tax identification numbers are different on the petition.  The L-1A nonimmigrant classification refers to intracompany transfers of corporate managers and executives. The L-1B nonimmigrant classification refers to intracompany transfers of employees who possess “specialized knowledge.” The LZ classification refers to “blanket” L petitions and may be used by entities involved in commercial trade or services. While the term “L-1” is used for visa issuance and admission purposes, USCIS uses the “A” and “B” distinctions internally for statistical and other purposes. ",,,,,,,,,,
Employer Tax ID (Last 4 Digits) ,Employer name,Employer Industry,Total Approved Petitions,Employment Type,Class Preference,Approved Petitions by Class Preference,,,,
5337,QB HOUSE USA INC, ,D,Initial,L1A,D,,,,813835337
7977,LONGSHOU CULTURE CORPORATION, ,D,Initial,L1A,D,,,,813847977
8010,MOVISTAR GROUP CORP, ,D,Initial,L1A,D,,,,813848010
8382,CREDIT SUISSE SERVICES USA LLC, ,D,Continuing,L1A,D,,,,813848382
9322,GOOD NEIGHBORS INTL, ,D,Initial,L1A,D,,,,813849322
0803,TISSUESCO INDUSTRY LTD, ,D,Initial,L1A,D,,,,813850803
1913,YERRA SOLUTIONS LLC, ,D,Initial,L1A,D,,,,813851913
5464,DATASPROUTS CORPORATION, ,D,Initial,L1A,D,,,,813855464
8100,USERVICES CONSULTANCY CORP, ,D,Initial,L1A,D,,,,813858100
9620,OVER THE GLOBE LLC, ,D,Initial,L1A,D,,,,813859620
6621,ERRECONDO GONZALEZ FUNES US LLC, ,D,Initial,L1A,D,,,,813876621
7448,ABBLE INC, ,D,Initial,L1A,D,,,,813877448
7612,ZHONG BANG GROUP USA INC, ,D,Initial,L1A,D,,,,813877612
2311,BASMOUK LLC, ,D,Initial,L1A,D,,,,813882311
2429,LIAOCHENG JIARUN INTL CULTURE IN, ,D,Initial,L1A,D,,,,813882429
2704,RHO GOLF SERVICES LTD CO, ,D,Initial,L1A,D,,,,813882704
7076,SERVLIMP ENTERPRISES CORP, ,D,Initial,L1A,D,,,,813887076
1224,AMERICANCHEF KITCHEN LLC, ,D,Initial,L1A,D,,,,813891224
1960,MIRTECH HARVEST CENTER INC, ,D,Initial,L1A,D,,,,813901960
6573,RUIFU AUTO USA INC, ,D,Initial,L1A,D,,,,813906573
4831,SPICE ROUTE COMPANY LLC, ,D,Initial,L1A,D,,,,813914831
8482,PETWON PET PRODUCTS LLC, ,D,Initial,L1A,D,,,,813918482
0465,GREATWAY ENGINEERS INC, ,D,Initial,L1A,D,,,,813920465
4196,LODE INTERNATIONAL INC, ,D,Initial,L1A,D,,,,813924196
5175,SKYIN TECHNOLOGY LTD, ,D,Initial,L1A,D,,,,813925175
8666,ADE TRADING INC, ,D,Initial,L1A,D,,,,813928666
9974,SYSMAX INC, ,D,Initial,L1A,D,,,,813929974
7343,SS&SQ USA INC, ,D,Initial,L1A,D,,,,813937343
8309,YALANDO DEVELOPMENT INC, ,D,Initial,L1A,D,,,,813938309
0519,SMARTEST USA INC, ,D,Initial,L1A,D,,,,813940519
3369,CLASSIC INFRASTRUCTURES LLC, ,D,Initial,L1A,D,,,,813943369
6626,AARK HOSPITALITY FARMINGDALE TK, ,D,Initial,L1A,D,,,,813946626
9332,VRS DESIGN INC, ,D,Initial,L1A,D,,,,813949332
5901,3V TECH USA INC, ,D,Initial,L1A,D,,,,813955901
7076,KODE SHOP LLC, ,D,Initial,L1A,D,,,,813957076
7733,HG CONSTRUCTIONS USA INC, ,D,Initial,L1A,D,,,,813957733
0006,SEVEN OCEANS INSIGHT & INNOVATIO, ,D,Initial,L1A,D,,,,813960006
1130,BUSINESS REACTOR LLC, ,D,Continuing,L1A,D,,,,813971130
5920,CRYPTOGRAPH TECHNOLOGIES USA INC, ,D,Initial,L1A,D,,,,813975920
3658,CAMPUS OF PERFORMING ARTS LLC, ,D,Initial,L1A,D,,,,813983658
5792,TISSUESCO BELL GARDENS LTD, ,D,Initial,L1A,D,,,,813985792
2146,GOLDEN SHIELD INTL TRADING CO, ,D,Initial,L1A,D,,,,813992146
2874,AS ONE INTERNATIONAL INC, ,D,Initial,L1A,D,,,,813992874
4240,RED EASTERN FARM LLC, ,D,Initial,L1A,D,,,,813994240
8502,ZZAIM USA INC, ,D,Initial,L1A,D,,,,813998502
9078,ISOMETRIX USA INC, ,D,Initial,L1A,D,,,,813999078
0164,FUJIAN DOUBLE HERON USA SUPPLEME, ,D,Initial,L1A,D,,,,814000164
4706,BELIEF FUNDING LLC, ,D,Initial,L1A,D,,,,814004706
5335,SAINT PAUL EARLY EDUCATION INC, ,D,Initial,L1A,D,,,,814005335
0845,TALENT ERA INC, ,D,Initial,L1A,D,,,,814010845
2722,DKB FASHION USA LLC, ,D,Initial,L1A,D,,,,814012722
4538,BRIGHTPHONE LLC, ,D,Initial,L1A,D,,,,814014538
5509,WISTUNE CORPORATION, ,D,Initial,L1A,D,,,,814015509
6551,BIKO DEVELOPMENT INC, ,D,Initial,L1B,D,,,,814016551
2645,JAS INVESTMENT CAPITAL LLC DBA V, ,D,Initial,L1A,D,,,,814022645
3717,ISAI LLC, ,D,Initial,L1A,D,,,,814023717
6829,AMERICAN BANK PAYMENTS LLC, ,D,Initial,L1A,D,,,,814026829
0873,JIETE INTL TRADING INC, ,D,Initial,L1A,D,,,,814030873
1664,FEIYUE EDUCATION CORP, ,D,Initial,L1A,D,,,,814031664
1959,XINXIU USA CORP, ,D,Initial,L1A,D,,,,814031959
3925,APL AMERICA LLC, ,D,Continuing,L1A,D,,,,814033925
4379,DUMARC AMERICA INC, ,D,Initial,L1A,D,,,,814044379
6848,PLAN8 MUSIC MEETS TECH INC, ,D,Initial,L1A,D,,,,814046848
4821,ITEM GROUP LLC, ,D,Initial,L1A,D,,,,814054821
8108,REBELS 2 USA LLC DBA REBELS HEAL, ,D,Initial,L1A,D,,,,814058108
0764,SPI AUTOMOTIVE NA INC, ,D,Initial,L1B,D,,,,814060764
4482,ORGANIC ANIMAL NUTRITION USA, ,D,Initial,L1A,D,,,,814074482
5161,MIKPOWER TECHNOLOGIES INC, ,D,Initial,L1A,D,,,,814075161
5721,A COM ELECTRONIC MEASUREMENT TEC, ,D,Initial,L1A,D,,,,814075721
7648,LUMACO US LLC, ,D,Initial,L1A,D,,,,814077648
9957,HITECO USA CORPORATION, ,D,Initial,L1A,D,,,,814079957
1655,YOULI TRADING CO LTD, ,D,Initial,L1A,D,,,,814081655
6414,BINARY-ZONE K&J LLC, ,D,Initial,L1A,D,,,,814106414
8465,NEW YORK BANGTAI TRIPLE BOWL FOO, ,D,Initial,L1A,D,,,,814108465
2394,K & K ENTERPRISES USA INC, ,D,Initial,L1A,D,,,,814112394
3143,CUE EPCM PARTNERS LLC, ,D,Initial,L1A,D,,,,814113143
4379,ATLANTIC SURVEYORS LLC, ,D,Initial,L1A,D,,,,814124379
5690,UNIQUE NORTH AMERICA LLC, ,D,Initial,L1A,D,,,,814125690
6724,RUNLU INC, ,D,Initial,L1A,D,,,,814126724
7251,J&L LED LLC, ,D,Initial,L1A,D,,,,814127251
0276,ARTFINDER INC, ,D,Initial,L1A,D,,,,814130276
3510,RESOURCES FOR GENERAL TRADING &, ,D,Initial,L1A,D,,,,814133510
7974,AAMC US INC, ,D,Initial,L1A,D,,,,814137974
3427,CUCKOO ELECTRONICS AMERICA INC, ,D,Initial,L1A,D,,,,814143427
4222,HUDSON XINDE ENERGY INC, ,D,Initial,L1A,D,,,,814144222
5754,ORCA INNOVATION USA INC, ,D,Initial,L1A,D,,,,814145754
8024,EMEASUREMENTS INC, ,D,Initial,L1A,D,,,,814148024
8378,BIN LE USA INC, ,D,Initial,L1A,D,,,,814148378
9377,Z&L PROPERTIES INC, ,D,Initial,L1A,D,,,,814169377
4955,IPEX GLOBAL INC, ,D,Initial,L1A,D,,,,814174955
5364,BOOMERANG CORPORATION, ,D,Initial,L1A,D,,,,814175364
3089,OHTANI INC, ,D,Initial,L1A,D,,,,814183089
7767,DIMOR HOTEL MANAGEMENT LLC, ,D,Initial,L1A,D,,,,814187767
8224,THREE COLORS FLAG LLC, ,D,Initial,L1A,D,,,,814188224
2072,GEORG DUNCKER INSUR BROKERS NA L, ,D,Initial,L1A,D,,,,814192072
4529,SHAANXI XINYUAN GRP N AMERICAN I, ,D,Initial,L1A,D,,,,814194529
8526,BRILLIANCE SPORTS DEVELOPMENT IN, ,D,Initial,L1A,D,,,,814198526
8678,US WEMAR GROUP INC, ,D,Initial,L1A,D,,,,814198678
9690,U MHI PLATECH AMERICA INC, ,D,Continuing,L1B,D,,,,814209690
2495,QGOG CONSTELLATION US LLC, ,D,Initial,L1A,D,,,,814212495
5602,PRYOR TECHNOLOGY INC, ,D,Initial,L1A,D,,,,814215602
5326,MR CAR OF MONTGOMERY INC, ,D,Initial,L1A,D,,,,814225326
0568,ARTAGE INC, ,D,Initial,L1A,D,,,,814230568
7290,MACRO POLYMERS NA LLC, ,D,Initial,L1A,D,,,,814237290
6280,FRIENDSFACTORY HOPE VENTURES INC, ,D,Initial,L1A,D,,,,814246280
7710,YI LONG CONSTRUCTION MATERIAL IN, ,D,Initial,L1A,D,,,,814247710
4115,BLUE MOUNTAIN CAPITAL LLC, ,D,Initial,L1A,D,,,,814264115
6921,AEGON GLOBAL SERVICES LLC, ,D,Continuing,L1A,D,,,,814266921
2426,C&E TECH USA INC, ,D,Initial,L1A,D,,,,814272426
2694,NATIONAL UNIV CORP OSAKA UNIV, ,D,Initial,L1A,D,,,,814272694
5522,TECH GEAR 5.7 INC, ,D,Initial,L1A,D,,,,814275522
0630,RUI YI LOGISTICS USA INC, ,D,Initial,L1A,D,,,,814280630
4557,VAP DIAGNOSTICS LABORATORY INC, ,D,Initial,L1A,D,,,,814284557
5034,CLEAR ANGLE STUDIOS LLC, ,D,Initial,L1A,D,,,,814285034
5524,ZLDO INC, ,D,Initial,L1A,D,,,,814295524
7055,JA BIO INC, ,D,Initial,L1A,D,,,,814297055
9043,JIN LANG INVESTMENT INC, ,D,Initial,L1A,D,,,,814299043
9590,GUZELLA PLM LLC, ,D,Initial,L1A,D,,,,814299590
1308,HEALING WINGS LLC, ,D,Initial,L1A,D,,,,814301308
6430,AKSHAR INTERNATIONAL LLC, ,D,Initial,L1A,D,,,,814306430
1609,TAI HUA USA INC, ,D,Initial,L1A,D,,,,814311609
3168,SAEAM INDUSTRY USA INC, ,D,Initial,L1A,D,,,,814313168
3413,CHENS INVESTMENT CORPORATION, ,D,Initial,L1A,D,,,,814313413
2165,FLASHBUY INTL INC, ,D,Initial,L1A,D,,,,814322165
2537,ICREATE TECHNOLOGY CORP, ,D,Initial,L1A,D,,,,814322537
4493,OVH US LLC, ,D,Initial,L1A,D,,,,814334493
5413,USA RENCHENG COMPANY INC, ,D,Initial,L1A,D,,,,814335413
7761,4DREPLAY INC, ,D,Initial,L1A,D,,,,814337761
9343,SUPER PRO PAINTING SYSTEMS INTL, ,D,Initial,L1A,D,,,,814339343
3624,TRILLION TECHS & TRADING LLC, ,D,Initial,L1A,D,,,,814353624
5472,GP EXPRESS INTL INC, ,D,Initial,L1A,D,,,,814355472
6136,AVATAR INTERNATIONAL LLC, ,D,Initial,L1A,D,,,,814376136
8116,RESINGROUP USA LLC, ,D,Initial,L1A,D,,,,814378116
1829,FRIENDS OF CYRUS II INC, ,D,Initial,L1A,D,,,,814381829
6155,NEM SOLUTIONS USA INC, ,D,Initial,L1A,D,,,,814386155
9692,AOSY INC, ,D,Initial,L1A,D,,,,814389692
5277,HIGH WING AMERICA INC, ,D,Initial,L1A,D,,,,814395277
6842,WHEEL SYSTEMS INC, ,D,Initial,L1A,D,,,,814396842
0278,BAY HILL CONSULTING & ADVISING C, ,D,Initial,L1A,D,,,,814400278
2514,NBR EQUIPMENT INC, ,D,Initial,L1A,D,,,,814402514
2434,ALTICE TECHNICAL SERVICES US COR, ,D,Initial,L1A,D,,,,814412434
1674,POLAR STORK LLC, ,D,Initial,L1A,D,,,,814431674
1798,GAUDIO LAB INC, ,D,Initial,L1A,D,,,,814441798
3703,J&M HOME FASHIONS LTD, ,D,Initial,L1A,D,,,,814443703
6123,SANHEYI BUSINESS CORP, ,D,Initial,L1A,D,,,,814446123
9504,PFK TECHNOLOGIES USA INC, ,D,Continuing,L1A,D,,,,814449504
2131,TRUCK & WHEEL USA CORPORATION, ,D,Initial,L1A,D,,,,814452131
6167,SAGWELL USA INC, ,D,Initial,L1A,D,,,,814456167
7849,JIAXIN INC, ,D,Initial,L1A,D,,,,814457849
8496,PUNCH INDUSTRY USA INC, ,D,Initial,L1A,D,,,,814458496
2778,ADVANCED MATERIALS RESEARCH INC, ,D,Initial,L1A,D,,,,814462778
3627,WINCLASS IMPORTS INC, ,D,Initial,L1A,D,,,,814463627
8232,THEILMANN US LLC, ,D,Initial,L1A,D,,,,814478232
0716,PURA ENTERPRISE GROUP, ,D,Initial,L1A,D,,,,814480716
1952,YNZ CORP, ,D,Initial,L1A,D,,,,814481952
2289,ADWANTED USA INC, ,D,Initial,L1A,D,,,,814482289
4832,MORRISON & CO RENEWABLES LIMITED, ,D,Initial,L1A,D,,,,814484832
7492,OFFICE&CO CO WORKING LLC, ,D,Initial,L1A,D,,,,814487492
9870,ADDINTEL INC, ,D,Initial,L1A,D,,,,814489870
0558,CAE AUTOMATION & TEST LLC, ,D,Initial,L1A,D,,,,814490558
7497,AMERICAN ANIMAL HOSPITAL LLC, ,D,Initial,L1A,D,,,,814497497
0744,ALCO USA INC, ,D,Initial,L1A,D,,,,814500744
4340,XINDE U S A CO LTD, ,D,Initial,L1A,D,,,,814504340
5959,ABLE RISE LIMITED CORP, ,D,Initial,L1A,D,,,,814505959
9164,FUZHAO GLOBAL INC, ,D,Initial,L1A,D,,,,814509164
1605,HUBEI XINHENGFU TECH DEVELOPMENT, ,D,Initial,L1A,D,,,,814511605
5360,AHMAT LLC, ,D,Initial,L1A,D,,,,814515360
6346,BESTWATER USA INC, ,D,Initial,L1A,D,,,,814516346
6739,ITEM SOUTHEAST LLC, ,D,Initial,L1A,D,,,,814516739
7021,ELEMENT AMERICAS INC, ,D,Initial,L1A,D,,,,814517021
6341,IDAAX INC, ,D,Initial,L1A,D,,,,814526341
7222,COMBAIN INC, ,D,Initial,L1A,D,,,,814527222
7226,CEDARSTONE INDUSTRY LLC, ,D,Initial,L1A,D,,,,814547226
7990,NAKASH FAMILY LLC, ,D,Initial,L1A,D,,,,814557990
8083,SRS ADVISORS USA LLC, ,D,Initial,L1A,D,,,,814558083
8680,RISING EDGE TECHNOLOGIES CA LLC, ,D,Initial,L1A,D,,,,814568680
9652,JDM JINGDA MACHINE AMERICAS INC, ,D,Initial,L1A,D,,,,814569652
4069,JIAN AN DEVELOPMENT CORP, ,D,Initial,L1A,D,,,,814574069
6606,DOM BLACK HOLDING LLC D/B/A DOM, ,D,Initial,L1A,D,,,,814586606
1913,KERR UNIT INC, ,D,Initial,L1A,D,,,,814601913
8505,LIGHTHOUSE USA CORP, ,D,Initial,L1A,D,,,,814608505
1630,ADANI SOLAR USA LLC, ,D,Initial,L1A,D,,,,814611630
7102,ATHLUX DESIGN STUDIO INC, ,D,Initial,L1A,D,,,,814627102
8497,LISTO EXPRESS LLC, ,D,Initial,L1A,D,,,,814628497
1643,ROSE OF THE WINDS INTL CORP, ,D,Initial,L1A,D,,,,814631643
1305,PEDRO MIGUEL BUS CONSULTING LLC, ,D,Initial,L1A,D,,,,814641305
6822,RAKUDOKU USA INC, ,D,Initial,L1A,D,,,,814646822
2716,SELMA PRECISION TECHS NC LLC, ,D,Initial,L1A,D,,,,814652716
7064,MEDICAL MANAGEMENT CO DBA HOPENO, ,D,Initial,L1A,D,,,,814657064
8426,AD COLOUR LA LLC, ,D,Initial,L1A,D,,,,814658426
8738,SOURCEBITS DIGITAL LLC, ,D,Continuing,L1A,D,,,,814658738
5406,JIN LIAN CONSULTING USA INC, ,D,Initial,L1A,D,,,,814665406
1257,GRACE PACKAGING INC, ,D,Initial,L1A,D,,,,814671257
9826,CASE ONE INC, ,D,Initial,L1A,D,,,,814679826
8129,HAPPPY LIFE HEALTHCARE INC, ,D,Initial,L1A,D,,,,814688129
4983,DR PANDA LLC, ,D,Initial,L1A,D,,,,814694983
2354,MYRAEL USA CORP, ,D,Initial,L1A,D,,,,814712354
4088,BAMBOO NETWORKS LIMITED, ,D,Initial,L1A,D,,,,814714088
6964,SCANA STEEL USA INC, ,D,Initial,L1A,D,,,,814716964
5437,BAOSEN USA INC, ,D,Initial,L1A,D,,,,814725437
7937,DELI FOOD DISTRIBUTORS LLC, ,D,Initial,L1A,D,,,,814727937
8019,MOTI MAHAL DELUX MGT SERVICES IN, ,D,Initial,L1A,D,,,,814728019
4460,CHERI D AMOUR LLC, ,D,Initial,L1A,D,,,,814734460
1552,CALMOUNT INC, ,D,Initial,L1A,D,,,,814741552
2974,TAXEVO INC, ,D,Initial,L1A,D,,,,814742974
7065,RW SOLUTIONS CORP, ,D,Initial,L1A,D,,,,814767065
0623,TISSUESCO SAN GABRIEL LTD, ,D,Initial,L1A,D,,,,814770623
3406,BEAU MART DEVELOPMENT INC, ,D,Initial,L1A,D,,,,814773406
3477,B & D COMBINED INC, ,D,Initial,L1A,D,,,,814773477
4297,TAXEVO INC, ,D,Initial,L1A,D,,,,814774297
8687,EV ORLANDO INC, ,D,Initial,L1A,D,,,,814778687
9172,WARAMAUG NEWARK LLC, ,D,Initial,L1A,D,,,,814799172
7484,HUMAN FACTORS MD LLC, ,D,Initial,L1A,D,,,,814807484
3657,OWENT ELECTRONIC USA INC, ,D,Initial,L1A,D,,,,814823657
8454,KENLY USA INC, ,D,Initial,L1A,D,,,,814828454
5814,ICEWATER PRODUCTS INC, ,D,Initial,L1A,D,,,,814855814
7492,ROBOTS & PENCILS LP, ,D,Initial,L1A,D,,,,814857492
3400,NUMERIS INC, ,D,Initial,L1A,D,,,,814873400
5830,MEISHI INTL TRAVEL INC, ,D,Initial,L1A,D,,,,814875830
1612,ECO FISH PRODUCTS INC, ,D,Initial,L1A,D,,,,814881612
2055,Q & D ELECTRONICS INC, ,D,Initial,L1A,D,,,,814882055
6264,ROTAN USA LLC, ,D,Initial,L1A,D,,,,814906264
3884,NAVIGATE BIOPHARMA SVCS INC FORM, ,D,Initial,L1A,D,,,,814913884
5382,VAYOMAR USA INC, ,D,Initial,L1A,D,,,,814915382
8564,SUPERSPACE S&T MANUFACTURE CO LT, ,D,Initial,L1A,D,,,,814948564
8165,TTS TECH TRADING SOLUTIONS LLC, ,D,Initial,L1A,D,,,,814958165
2913,SHEETAL GROUP USA INC, ,D,Initial,L1A,D,,,,814982913
7134,LAGO USA INC, ,D,Initial,L1A,D,,,,814987134
9512,ASTUS MED TECH INTL LLC, ,D,Initial,L1A,D,,,,814989512
9345,HOUSTON GLOBAL HEAT TRANSFER LLC, ,D,Initial,L1A,D,,,,814999345
4674,MAGNUM CARGO LLC, ,D,Initial,L1A,D,,,,815004674
1855,SEBERT SHIPPING INC, ,D,Initial,L1A,D,,,,815011855
0611,CAL ORGANIC & GREEN FOOD INC, ,D,Initial,L1A,D,,,,815020611
6785,LITMUS MEDICAL SUPPLY LLC, ,D,Initial,L1A,D,,,,815026785
1356,PANASIA CVS USA INC, ,D,Initial,L1A,D,,,,815031356
6897,TOP SUN PROCESSING USA LLC, ,D,Initial,L1A,D,,,,815036897
8765,LA DISPLAY UNION INC, ,D,Initial,L1A,D,,,,815048765
9897,DOKA DISTRIBUTION CTR NORTH AMER, ,D,Initial,L1A,D,,,,815099897
7814,ULTRA TECH SCIENCE INC, ,D,Initial,L1A,D,,,,815127814
8187,WATSON CALIFORNIA ENTERPRISES IN, ,D,Initial,L1A,D,,,,815128187
5243,KANGHAID LLC, ,D,Initial,L1A,D,,,,815135243
9235,BOJAY TECHNOLOGIES INC, ,D,Initial,L1A,D,,,,815139235
2376,BUMI ARMADA AMERICAS CORPORATION, ,D,Initial,L1A,D,,,,815142376
9939,J PLUS INC, ,D,Initial,L1A,D,,,,815199939
4229,EVENTS PHOTO TEAM LLC, ,D,Initial,L1A,D,,,,815204229
5223,SHAOXING QUANXIN TEXTILE CO LTD, ,D,Initial,L1A,D,,,,815225223
5319,ACCORA INC, ,D,Initial,L1A,D,,,,815245319
8155,1010 PREMIUM DRINKS USA INC, ,D,Initial,L1A,D,,,,815248155
8427,DH NEWLAND CORP, ,D,Initial,L1A,D,,,,815248427
3536,KASENTEX INC, ,D,Initial,L1A,D,,,,815253536
6668,THINKMAX CONSULTING INC, ,D,Initial,L1A,D,,,,815266668
1822,GOLDENHOME INTERNATIONAL INC, ,D,Initial,L1A,D,,,,815271822
2256,CANONICA NEW YORK LLC, ,D,Initial,L1B,D,,,,815282256
5871,JAPAN INN WESTON LLC, ,D,Initial,L1A,D,,,,815285871
3069,HENGTONG USA LLC, ,D,Initial,L1A,D,,,,815303069
4412,KINGWAY PIPE USA INC, ,D,Initial,L1A,D,,,,815314412
0660,EMOTE INTL INC, ,D,Initial,L1A,D,,,,815320660
3397,EASTON DIAMOND SPORTS LLC FKA EA, ,D,Continuing,L1A,D,,,,815323397
0519,BRAGA INTERNATIONAL CORP, ,D,Initial,L1A,D,,,,815330519
1339,GLOBAL BRANDS MGMT CORP, ,D,Initial,L1A,D,,,,815331339
1039,ALTO PARTNERS US LLC, ,D,Initial,L1A,D,,,,815351039
6545,TISSUESCO WALNUT LTD, ,D,Initial,L1A,D,,,,815356545
8012,KOREA CENTER FOR INTL FINANCE LT, ,D,Initial,L1A,D,,,,815368012
3465,EMERALD CONSTRUCTION SVCS INC, ,D,Initial,L1B,D,,,,815383465
3956,TISSUESCO FOUNTAIN VALLEY LTD, ,D,Initial,L1A,D,,,,815403956
0836,URG INC, ,D,Initial,L1A,D,,,,815420836
6813,C R I FLUID SYSTEMS USA LLC, ,D,Initial,L1A,D,,,,815426813
9867,VGTPCB INC, ,D,Initial,L1A,D,,,,815429867
2257,FINEONE CORP, ,D,Initial,L1A,D,,,,815452257
4576,GK HARDWARE USA, ,D,Initial,L1A,D,,,,815454576
4708,ORANGE TECHNOLAB LLC, ,D,Initial,L1A,D,,,,815464708
1772,DORA INTERNATIONAL INC, ,D,Initial,L1A,D,,,,815481772
1804,SPEYSIDE CORPORATE RELATIONS COR, ,D,Initial,L1A,D,,,,815481804
9423,COEUR MINING INC, ,D,Continuing,LZ,D,,,,820109423
0441,1 4GROUP INC, ,D,Continuing,L1A,D,,,,820460441
4654,AMZN WACS INC, ,D,Continuing,L1A,D,,,,820544654
4687,AMAZON FULFILLMENT SVCS INC, ,D,Initial,L1A,D,,,,820544687
1145,SCIFORMA CORP, ,D,Continuing,L1A,D,,,,820551145
5032,SOE SOFTWARE CORPORATION, ,D,Continuing,L1B,D,,,,820565032
6728,KUHN NA INC, ,D,Continuing,LZ,D,,,,820566728
4622,U-PLAY CORPORATION, ,D,Initial,L1B,D,,,,820594622
2954,ZEBRA MEDICAL VISION INC, ,D,Initial,L1B,D,,,,820612954
3234,CHARTWELL CONSULTING INC, ,D,Initial,L1A,D,,,,820613234
8353,XUNUO USA HOLDINGS INC, ,D,Initial,L1A,D,,,,820618353
8546,B & G REAL ESTATE INVESTMENT MGT, ,D,Initial,L1A,D,,,,820618546
4110,ETALINK INC, ,D,Initial,L1A,D,,,,820624110
7504,ELICHENS INC, ,D,Initial,L1A,D,,,,820627504
1870,RENIAS AMERICA INC, ,D,Initial,L1B,D,,,,820651870
9092,NUOVATERRA INC, ,D,Initial,L1A,D,,,,820669092
5286,FILEGEAR INC, ,D,Initial,L1A,D,,,,820685286
5611,TTMAMA INC, ,D,Initial,L1A,D,,,,820705611
9927,DANCALVIA INTL TRADING CORP, ,D,Initial,L1A,D,,,,820709927
2883,CITY ONE US LIAISON OFFICE INC, ,D,Initial,L1A,D,,,,820712883
9298,HOLOGLASS INC, ,D,Initial,L1A,D,,,,820739298
2650,PERPETUAL INTERNATIONAL CORP, ,D,Initial,L1A,D,,,,820742650
3714,ABG SVC SOLUTIONS LLC, ,D,Initial,L1A,D,,,,820753714
6818,MONITA INVESTMENTS AND DEV USA L, ,D,Initial,L1A,D,,,,820756818
4033,SYD GLOBAL INC, ,D,Initial,L1A,D,,,,820784033
3039,DESIGNERS PLUMBING GROUP INC, ,D,Initial,L1A,D,,,,820793039
7997,LOOM SYSTEMS INC, ,D,Initial,L1A,D,,,,820807997
2396,COSPA USA INC, ,D,Initial,L1A,D,,,,820822396
5717,AFORTUNADO DEVELOPEMENT LLC, ,D,Initial,L1A,D,,,,820825717
1229,LS CABLE & SYSTEM U S A INC, ,D,Initial,L1A,D,,,,820861229
8134,UNIA INTERNATIONAL CORP, ,D,Initial,L1A,D,,,,820868134
2783,TRUCKSMAP COM, ,D,Initial,L1A,D,,,,820892783
6871,CEAT SPECIALTY TIRES INC, ,D,Initial,L1A,D,,,,820896871
8859,MOJELIM USA INC, ,D,Initial,L1A,D,,,,820908859
9347,GOOD EARTH HOMES INC, ,D,Initial,L1A,D,,,,820909347
1866,KAEREK CORPORATION, ,D,Initial,L1A,D,,,,820921866
4058,IM GLOBAL LLC, ,D,Initial,L1A,D,,,,820944058
5620,LABOCAREGEN INC, ,D,Initial,L1A,D,,,,820955620
7897,GOLD GLASS-ALP LLC, ,D,Initial,L1A,D,,,,820967897
8117,AMS RACING PRODUCTS LLC, ,D,Initial,L1A,D,,,,820968117
6415,IX8 LLC, ,D,Initial,L1A,D,,,,820976415
8118,CHENGJING CORPORATION, ,D,Initial,L1A,D,,,,820978118
6075,GDO SPORTS INC, ,D,Initial,L1A,D,,,,820986075
9870,GLORYWEAR INTL INC, ,D,Initial,L1A,D,,,,820989870
4941,MYCON CORPORATION, ,D,Initial,L1A,D,,,,820994941
1802,USHINY INTERNATIONAL INC, ,D,Initial,L1A,D,,,,821091802
9858,HOHNER AUTOMATION LIMITED, ,D,Initial,L1A,D,,,,821119858
2392,FAR EAST MARKETING & TECHNOLOGIE, ,D,Initial,L1A,D,,,,821122392
6307,A W LAKE WELLNESS USA LLC, ,D,Initial,L1A,D,,,,821126307
6334,RUNTECH SYSTEMS INC, ,D,Initial,L1B,D,,,,821136334
5835,NATL FEDERATION OF FISHERIES COO, ,D,Initial,L1A,D,,,,821165835
6191,TISSUESCO MONTCLAIR LTD, ,D,Initial,L1A,D,,,,821166191
6271,YINTAI INVESTMENT COMPANY LLC, ,D,Initial,L1A,D,,,,821186271
6311,ELEGANT INTL GRP INC, ,D,Initial,L1A,D,,,,821186311
7894,AUREI USA CORP, ,D,Initial,L1A,D,,,,821187894
8161,EUGENE INTERNATIONAL INC, ,D,Initial,L1A,D,,,,821188161
7803,SHJK GROUP INC, ,D,Initial,L1A,D,,,,821227803
9768,BEYOND TECHNOLOGIES LLC, ,D,Initial,L1A,D,,,,821229768
9103,INSPIRE ARCHITECTS & CONSTRUCTIO, ,D,Initial,L1A,D,,,,821239103
3026,IDORSIA PHARMACEUTICALS US INC, ,D,Continuing,L1A,D,,,,821253026
4710,WCC USA INC, ,D,Initial,L1A,D,,,,821264710
3351,MN SMART PRODUCTS LLC, ,D,Initial,L1A,D,,,,821273351
1286,CHEMLINK INDUSTRY INC, ,D,Initial,L1A,D,,,,821281286
4785,STYLISH NAIL BAR & BEAUTY LOUNGE, ,D,Initial,L1A,D,,,,821294785
3194,BOECHAT INTL CORP, ,D,Initial,L1A,D,,,,821323194
